-1.000000000000000056e-01,-4.712181549999999909e-05,-1.000000000000000056e-01,-4.712181550000000586e-04,-1.000000000000000056e-01,-6.130963299999999143e-04,-1.000000000000000056e-01,-6.375654500000000301e-04,-1.000000000000000056e-01,-6.442411119999999188e-04
-8.999999999999999667e-02,-4.712181549999999909e-05,-8.999999999999999667e-02,-4.712181550000000586e-04,-8.999999999999999667e-02,-6.111027399999999481e-04,-8.999999999999999667e-02,-6.355666749999999655e-04,-8.999999999999999667e-02,-6.422421159999999784e-04
-8.000000000000000167e-02,-4.712181549999999909e-05,-8.000000000000000167e-02,-4.712180700000000188e-04,-8.000000000000000167e-02,-6.091091499999999820e-04,-8.000000000000000167e-02,-6.335679000000000094e-04,-8.000000000000000167e-02,-6.402430519999999844e-04
-7.000000000000000666e-02,-4.712181549999999909e-05,-7.000000000000000666e-02,-4.712180700000000188e-04,-7.000000000000000666e-02,-6.071155599999999075e-04,-7.000000000000000666e-02,-6.315695499999999813e-04,-7.000000000000000666e-02,-6.382440559999999355e-04
-5.999999999999999778e-02,-4.712181549999999909e-05,-5.999999999999999778e-02,-4.712180700000000188e-04,-5.999999999999999778e-02,-6.051219699999999414e-04,-5.999999999999999778e-02,-6.295707750000000252e-04,-5.999999999999999778e-02,-6.362449919999999415e-04
-5.000000000000000278e-02,-4.712181549999999909e-05,-5.000000000000000278e-02,-4.712180700000000188e-04,-5.000000000000000278e-02,-6.031283799999999752e-04,-5.000000000000000278e-02,-6.275719999999999606e-04,-5.000000000000000278e-02,-6.342459279999999476e-04
-4.000000000000000083e-02,-4.712181549999999909e-05,-4.000000000000000083e-02,-4.712180700000000188e-04,-4.000000000000000083e-02,-6.011347899999999007e-04,-4.000000000000000083e-02,-6.255736500000000410e-04,-4.000000000000000083e-02,-6.322469320000000071e-04
-2.999999999999999889e-02,-4.712181549999999909e-05,-2.999999999999999889e-02,-4.712180700000000188e-04,-2.999999999999999889e-02,-5.991411999999999346e-04,-2.999999999999999889e-02,-6.235748749999999764e-04,-2.999999999999999889e-02,-6.302478679999999047e-04
-2.000000000000000042e-02,-4.712181549999999909e-05,-2.000000000000000042e-02,-4.712180700000000188e-04,-2.000000000000000042e-02,-5.971476099999999685e-04,-2.000000000000000042e-02,-6.215765249999999483e-04,-2.000000000000000042e-02,-6.282488719999999643e-04
-1.000000000000000021e-02,-4.712181549999999909e-05,-1.000000000000000021e-02,-4.712179850000000332e-04,-1.000000000000000021e-02,-5.951540199999998939e-04,-1.000000000000000021e-02,-6.195777499999999922e-04,-1.000000000000000021e-02,-6.262498079999999703e-04
-1.040830000000000031e-17,-4.712181549999999909e-05,-1.040830000000000031e-17,-4.712178999999999934e-04,-1.040830000000000031e-17,-5.931603449999999422e-04,-1.040830000000000031e-17,-6.175794000000000726e-04,-1.040830000000000031e-17,-6.242508120000000299e-04
1.000000000000000021e-02,-4.712181549999999909e-05,1.000000000000000021e-02,-4.712178150000000077e-04,1.000000000000000021e-02,-5.911667549999999761e-04,1.000000000000000021e-02,-6.155806250000000080e-04,1.000000000000000021e-02,-6.222517479999999275e-04
2.000000000000000042e-02,-4.712181549999999909e-05,2.000000000000000042e-02,-4.712177300000000221e-04,2.000000000000000042e-02,-5.891731650000000100e-04,2.000000000000000042e-02,-6.135818499999999434e-04,2.000000000000000042e-02,-6.202527519999999871e-04
2.999999999999999889e-02,-4.712181549999999909e-05,2.999999999999999889e-02,-4.712175599999999967e-04,2.999999999999999889e-02,-5.871795749999999354e-04,2.999999999999999889e-02,-6.115834999999999154e-04,2.999999999999999889e-02,-6.182536879999998847e-04
4.000000000000000083e-02,-4.712181549999999909e-05,4.000000000000000083e-02,-4.712172200000000000e-04,4.000000000000000083e-02,-5.851858999999998753e-04,4.000000000000000083e-02,-6.095847250000000677e-04,4.000000000000000083e-02,-6.162546239999999991e-04
5.000000000000000278e-02,-4.712181549999999909e-05,5.000000000000000278e-02,-4.712167950000000177e-04,5.000000000000000278e-02,-5.831923100000000176e-04,5.000000000000000278e-02,-6.075863750000000396e-04,5.000000000000000278e-02,-6.142556279999999503e-04
5.999999999999999778e-02,-4.712181549999999909e-05,5.999999999999999778e-02,-4.712161150000000243e-04,5.999999999999999778e-02,-5.811987199999999430e-04,5.999999999999999778e-02,-6.055875999999999751e-04,5.999999999999999778e-02,-6.122565639999999563e-04
